entity_id,entity_name,year,tot_n,freq_hot,freq_warm,freq_cold,median_seconds,tot_n_empty,freq_hot_empty,freq_warm_empty,freq_cold_empty,median_seconds_empty,tot_n_onbase,freq_hot_onbase,freq_warm_onbase,freq_cold_onbase,median_seconds_onbase,team_name,game_type,is_qualified
606131,"Perdomo, Luis",2020,133,0.2631578947368421,0.7142857142857143,0.022556390977443608,17.94,68.0,0.5,0.5,0.0,14.887,65.0,0.015384615384615385,0.9384615384615385,0.046153846153846156,20.503,SD,Regular,
656849,"Peterson, David",2023,890,0.4303370786516854,0.5662921348314607,0.0033707865168539327,15.859,556.0,0.6798561151079137,0.31654676258992803,0.0035971223021582736,13.913,334.0,0.014970059880239521,0.9820359281437125,0.0029940119760479044,19.503,NYM,Regular,
656849,"Peterson, David",2020,401,0.30423940149625933,0.6633416458852868,0.032418952618453865,18.14,249.0,0.4899598393574297,0.5020080321285141,0.008032128514056224,15.143,152.0,0.0,0.9276315789473685,0.07236842105263158,22.892,NYM,Regular,
656849,"Peterson, David",2021,505,0.2811881188118812,0.689108910891089,0.0297029702970297,17.996,341.0,0.41642228739002934,0.5777126099706745,0.005865102639296188,15.641,164.0,0.0,0.9207317073170732,0.07926829268292683,24.088,NYM,Regular,
656849,"Peterson, David",2024,814,0.4656019656019656,0.5307125307125307,0.0036855036855036856,15.368,527.0,0.7077798861480076,0.2903225806451613,0.0018975332068311196,13.83,287.0,0.020905923344947737,0.9721254355400697,0.006968641114982578,18.722,NYM,Regular,
656849,"Peterson, David",2022,885,0.327683615819209,0.655367231638418,0.01694915254237288,17.289,550.0,0.5272727272727272,0.46545454545454545,0.007272727272727273,14.84,335.0,0.0,0.9671641791044776,0.03283582089552239,21.131,NYM,Regular,
433589,"Petit, Yusmeiro",2021,470,0.002127659574468085,0.9468085106382979,0.05106382978723404,21.725,269.0,0.0037174721189591076,0.9739776951672863,0.022304832713754646,20.356,201.0,0.0,0.9104477611940298,0.08955223880597014,23.697,OAK,Regular,
433589,"Petit, Yusmeiro",2020,134,0.0,0.9253731343283582,0.07462686567164178,21.651,72.0,0.0,0.9583333333333334,0.041666666666666664,20.021,62.0,0.0,0.8870967741935484,0.11290322580645161,23.475,OAK,Regular,
570240,"Peña, Félix",2020,221,0.19004524886877827,0.7873303167420814,0.02262443438914027,19.364,140.0,0.3,0.6857142857142857,0.014285714285714285,16.612,81.0,0.0,0.9629629629629629,0.037037037037037035,23.62,LAA,Regular,
694297,"Pfaadt, Brandon",2023,717,0.17294281729428174,0.8228730822873083,0.0041841004184100415,17.278,458.0,0.26200873362445415,0.7336244541484717,0.004366812227074236,16.173,259.0,0.015444015444015444,0.9806949806949807,0.003861003861003861,20.006,AZ,Regular,
694297,"Pfaadt, Brandon",2024,1216,0.2138157894736842,0.7837171052631579,0.0024671052631578946,17.05,804.0,0.32338308457711445,0.6753731343283582,0.0012437810945273632,15.744,412.0,0.0,0.9951456310679612,0.0048543689320388345,20.255,AZ,Regular,
475479,"Phelps, David",2020,174,0.12643678160919541,0.7758620689655172,0.09770114942528736,20.989,121.0,0.18181818181818182,0.7355371900826446,0.08264462809917356,18.605,53.0,0.0,0.8679245283018868,0.1320754716981132,25.895,MLB,Regular,
475479,"Phelps, David",2022,571,0.19439579684763572,0.723292469352014,0.08231173380035026,19.94,314.0,0.3503184713375796,0.6050955414012739,0.044585987261146494,16.666,257.0,0.0038910505836575876,0.867704280155642,0.12840466926070038,22.919,TOR,Regular,
623465,"Phillips, Evan",2024,401,0.18204488778054864,0.8129675810473815,0.004987531172069825,16.67,245.0,0.2816326530612245,0.710204081632653,0.00816326530612245,15.738,156.0,0.02564102564102564,0.9743589743589743,0.0,18.113,LAD,Regular,
623465,"Phillips, Evan",2020,132,0.0,0.9090909090909091,0.09090909090909091,22.443,79.0,0.0,0.9746835443037974,0.02531645569620253,19.674,53.0,0.0,0.8113207547169812,0.18867924528301888,26.549,BAL,Regular,
623465,"Phillips, Evan",2022,433,0.0,0.9422632794457275,0.057736720554272515,22.114,285.0,0.0,0.9614035087719298,0.03859649122807018,20.653,148.0,0.0,0.9054054054054054,0.0945945945945946,23.999,LAD,Regular,
623465,"Phillips, Evan",2023,419,0.2052505966587112,0.7923627684964201,0.002386634844868735,16.518,266.0,0.3007518796992481,0.6992481203007519,0.0,15.774,153.0,0.0392156862745098,0.954248366013072,0.006535947712418301,18.662,LAD,Regular,
663455,"Pilkington, Konnor",2022,481,0.22245322245322247,0.7588357588357588,0.018711018711018712,18.516,273.0,0.3882783882783883,0.6117216117216118,0.0,15.686,208.0,0.004807692307692308,0.9519230769230769,0.04326923076923077,22.879,CLE,Regular,
501381,"Pineda, Michael",2020,188,0.19680851063829788,0.7021276595744681,0.10106382978723404,21.35,118.0,0.3135593220338983,0.6610169491525424,0.025423728813559324,18.31,70.0,0.0,0.7714285714285715,0.22857142857142856,26.36,MIN,Regular,
501381,"Pineda, Michael",2021,712,0.13623595505617977,0.7823033707865169,0.08146067415730338,20.498,495.0,0.19595959595959597,0.793939393939394,0.010101010101010102,17.936,217.0,0.0,0.7557603686635944,0.24423963133640553,26.618,MIN,Regular,
601713,"Pivetta, Nick",2023,1010,0.11386138613861387,0.8712871287128713,0.01485148514851485,17.503,705.0,0.15602836879432624,0.8340425531914893,0.009929078014184398,16.825,305.0,0.01639344262295082,0.9573770491803278,0.02622950819672131,19.185,BOS,Regular,
601713,"Pivetta, Nick",2024,1008,0.21924603174603174,0.7718253968253969,0.008928571428571428,16.697,722.0,0.2880886426592798,0.7049861495844876,0.006925207756232687,16.029,286.0,0.045454545454545456,0.9405594405594405,0.013986013986013986,18.532,BOS,Regular,
601713,"Pivetta, Nick",2021,1184,0.22804054054054054,0.722972972972973,0.048986486486486486,18.344,799.0,0.33291614518147683,0.6483103879849812,0.01877346683354193,16.613,385.0,0.01038961038961039,0.8779220779220779,0.11168831168831168,22.472,BOS,Regular,
